UF;Municipio;Cod. IBGE;Obitos;Feridos;Enfermos;Desalojados;Desabrigados;Desaparecidos;Outros;Total;Ocorrencias;Danos Materiais Totais (R$);Prejuízos Privados;Prejuízos Públicos
MG;Belo Vale;3106408;0;0;0;809;46;0;8902;9757;4;12.361.355,61;256.002,11;65.186,46
PA;Belterra;1501451;0;0;543;1527;0;0;24521;26591;8;6.360.480,27;5.325.408,94;4.452.774,33
PI;Beneditinos;2201606;0;0;0;325;50;0;13702;14077;13;4.219.325,45;8.746.375,69;19.930.554,40
MA;Benedito Leite;2101806;0;1;257;873;292;0;2982;4405;1;12.991.122,85;367.635,60;272.238,87
SC;Benedito Novo;4202206;4;19;16;2974;500;0;31003;34516;17;29.383.101,89;44.245.563,77;1.154.189,46
PA;Benevides;1501501;0;0;0;0;0;0;13870;13870;1;5.165.234,49;0,00;5.165.234,49
AM;Benjamin Constant;1300607;12;135;6559;18979;234;1;55166;81086;16;91.560.141,46;11.404.316,39;6.227.616,96
RS;Benjamin Constant do Sul;4302055;0;0;0;0;0;0;0;0;9;4.388.217,37;27.293.965,08;82.479,49
SP;Bento de Abreu;3506201;0;0;0;8;0;0;200;208;1;0,00;0,00;0,00
RN;Bento Fernandes;2401602;0;0;0;0;0;0;32690;32690;24;0,00;27.802.636,89;3.011.177,72
RS;Bento Gonçalves;4302105;0;2;0;1722;1;0;13378;15103;5;2.775.916,59;51.295.242,32;1.861.088,50
MA;Bequimão;2101905;0;0;200;0;0;0;24530;24730;4;0,00;2.907.790,28;0,00
